,Country,class,Headlines,Snippets,Year
4377,Norway,Happy,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017
4378,Norway,Happy,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017
4379,Norway,Happy,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017
4380,Norway,Happy,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017
4381,Norway,Happy,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017
4382,Norway,Happy,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017
4383,Norway,Happy,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017
4384,Norway,Happy,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017
4385,Norway,Happy,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017
4386,Norway,Happy,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017
4387,Norway,Happy,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017
4388,Norway,Happy,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017
4389,Norway,Happy,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017
4390,Norway,Happy,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017
4391,Norway,Happy,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017
4392,Norway,Happy,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017
4393,Norway,Happy,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017
4394,Norway,Happy,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017
4395,Norway,Happy,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017
4396,Norway,Happy,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017
4397,Norway,Happy,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017
4398,Norway,Happy,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017
4399,Norway,Happy,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017
4400,Norway,Happy,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017
4401,Norway,Happy,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017
4402,Norway,Happy,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017
4403,Norway,Happy,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017
4404,Norway,Happy,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017
4405,Norway,Happy,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017
4406,Norway,Happy,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017
4407,Norway,Happy,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017
4408,Norway,Happy,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017
4409,Norway,Happy,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017
4410,Norway,Happy,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017
4411,Norway,Happy,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017
4412,Norway,Happy,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017
4413,Norway,Happy,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017
4414,Norway,Happy,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017
4415,Norway,Happy,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017
4416,Norway,Happy,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017
4417,Norway,Happy,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017
4418,Norway,Happy,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017
4419,Norway,Happy,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017
4420,Norway,Happy,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017
4421,Norway,Happy,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017
4422,Norway,Happy,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017
4423,Norway,Happy,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017
4424,Norway,Happy,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017
4425,Norway,Happy,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017
4426,Norway,Happy,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017
4427,Norway,Happy,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017
4428,Norway,Happy,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017
4429,Norway,Happy,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017
4430,Norway,Happy,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017
4431,Norway,Happy,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017
4432,Norway,Happy,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017
4433,Norway,Happy,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017
4434,Norway,Happy,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017
4435,Norway,Happy,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017
4436,Norway,Happy,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017
4437,Norway,Happy,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017
4438,Norway,Happy,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017
4439,Norway,Happy,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017
4440,Norway,Happy,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017
4441,Norway,Happy,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017
4442,Norway,Happy,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017
4443,Norway,Happy,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017
4444,Norway,Happy,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017
4445,Norway,Happy,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017
4446,Norway,Happy,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017
4447,Norway,Happy,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017
4448,Norway,Happy,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017
4449,Norway,Happy,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017
4450,Norway,Happy,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017
4451,Norway,Happy,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017
4452,Norway,Happy,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017
4453,Norway,Happy,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017
4454,Norway,Happy,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017
4455,Norway,Happy,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017
4456,Norway,Happy,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017
4457,Norway,Happy,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017
4458,Norway,Happy,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017
4459,Norway,Happy,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017
4460,Norway,Happy,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017
4461,Norway,Happy,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017
4462,Norway,Happy,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017
4463,Norway,Happy,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017
4464,Norway,Happy,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017
4465,Norway,Happy,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017
4466,Norway,Happy,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017
4467,Norway,Happy,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017
4468,Norway,Happy,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017
4469,Norway,Happy,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017
4470,Norway,Happy,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017
4471,Norway,Happy,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017
4472,Norway,Happy,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017
4473,Norway,Happy,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017
4474,Norway,Happy,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017
4475,Norway,Happy,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017
4476,Norway,Happy,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017
4477,Norway,Happy,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017
4478,Norway,Happy,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017
4479,Norway,Happy,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017
4480,Norway,Happy,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017
4481,Norway,Happy,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017
4482,Norway,Happy,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017
4483,Norway,Happy,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017
4484,Norway,Happy,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017
4485,Norway,Happy,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017
4486,Norway,Happy,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017
4487,Norway,Happy,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017
4488,Norway,Happy,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017
4489,Norway,Happy,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017
4490,Norway,Happy,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017
4491,Norway,Happy,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017
4492,Norway,Happy,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017
4493,Norway,Happy,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017
4494,Norway,Happy,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017
4495,Norway,Happy,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017
4496,Norway,Happy,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017
4497,Norway,Happy,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017
4498,Norway,Happy,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017
4499,Norway,Happy,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017
4500,Norway,Happy,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017
4501,Norway,Happy,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017
4502,Norway,Happy,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017
4503,Norway,Happy,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017
4504,Norway,Happy,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017
4505,Norway,Happy,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017
4506,Norway,Happy,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017
4507,Norway,Happy,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017
4508,Norway,Happy,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017
4509,Norway,Happy,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017
4510,Norway,Happy,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017
4511,Norway,Happy,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017
4512,Norway,Happy,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017
4513,Norway,Happy,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017
4514,Norway,Happy,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017
4515,Norway,Happy,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017
4516,Norway,Happy,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017
4517,Norway,Happy,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017
4518,Norway,Happy,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017
4519,Norway,Happy,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017
4520,Norway,Happy,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017
4521,Norway,Happy,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017
4522,Norway,Happy,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017
4523,Norway,Happy,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017
4524,Norway,Happy,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017
4525,Norway,Happy,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017
4526,Norway,Happy,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017
4527,Norway,Happy,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017
4528,Norway,Happy,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017
4529,Norway,Happy,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017
4530,Norway,Happy,"In Norway, Fighting the Culling of Reindeer With a Macabre Display","A young indigenous Sami reindeer herder is suing the Norwegian government at the Supreme Court, with a little help from his sister — and her hundreds of bullet-ridden reindeer skulls.",2017
4531,Norway,Happy,"In Certifiably Happy Norway, a Cranky Traveler Finds Some Bliss (Within Reason)",Charming villages. Inventive meals. A gorgeous glacier to hike. What’s not to like? (That rain was pretty loud.),2017
4532,Norway,Happy,‘It Was a Blood Bath’: Freight Trains Kill 110 Reindeer in Norway,"Animal advocacy groups urge speed limits, new fencing and digital tracking to prevent more accidents.",2017
4533,Norway,Happy,"As Wild Salmon Decline, Norway Pressures Its Giant Fish Farms",New rules to combat sea lice have angered Norway’s important aquaculture industry. But environmental groups want to go much further.,2017
4534,Norway,Happy,Right-Wing Populist Is Blocked From Joining Nobel Peace Prize Committee,"The politician, Carl I. Hagen, opposes immigration and Islam, denies climate change and supports President Trump.",2017
4535,Norway,Happy,"In Norway, the Journey Is the Destination","A writer finds emotional solace on some of Norway’s scenic remote roads, which have been transformed into architectural wonders.",2017
4536,Norway,Happy,Norway’s Wealth Fund Considers Divesting From Oil Shares,"The move signals that the country, Europe’s top producer, does not have full confidence in oil’s future.",2017
4537,Norway,Happy,"In Norway, Arctic Herder Loses Case Over Reindeer Culling","The herder, from the indigenous Sami community, had challenged a government order in a case that had drawn wide attention.",2017
4538,Norway,Happy,"Tasting the Sweetness of Summer, Berry by Berry","Berries clothe seeds and fertilize them when they drop to the ground, and one summer they taught a young woman to savor time.",2017
4539,Norway,Happy,Ruling Conservative-Led Bloc Wins Norway’s National Elections,"A race that was close in opinion polls, the election was viewed as a referendum on taxes, immigration, energy policy and European integration.",2017
